#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
4463936.3.206335/130-11                    -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.56   0.0  118.1   7.4e-25 !   -
ASLM20b_GM71RDO02HMOC4/350-230             -         group-II-D1D4-2      RF01999    cm        1      118        1      121      +    no    1 0.58   0.0  118.1   7.5e-25 !   -
LWFCAn_contig07955/492-375                 -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.56   0.0  118.0     8e-25 !   -
LWFCA_GLRXTHP02HCTIM/396-514               -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.54   0.0  118.0   8.2e-25 !   -
NZ_AFHW01000110.1/675-558                  -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.57   0.0  117.6     1e-24 !   -
ASA120_GJFD58A02HMQNZ/52-170               -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.61   0.0  117.4   1.1e-24 !   -
NC_017934.1/890944-891063                  -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.59   0.0  117.3   1.2e-24 !   -
ASLM90b_GN81PCX02FWMJM/238-355             -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.60   0.0  117.2   1.3e-24 !   -
LWFCAnN_GO09JKT01CZEAR/165-284             -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.53   0.0  117.1   1.3e-24 !   -
2033224119/171-289                         -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.54   0.0  117.0   1.4e-24 !   -
ASA120_GJFD58A02GSJAS/290-407              -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.54   0.0  116.9   1.4e-24 !   -
ASMM170b_GJFD58A01EPL98/343-225            -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.57   0.0  116.9   1.5e-24 !   -
LWSO_GFMCQXZ02GR6SV/259-378                -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.57   0.0  116.5   1.8e-24 !   -
NZ_AEDC01000001.1/248-128                  -         group-II-D1D4-2      RF01999    cm        1      118        1      121      +    no    1 0.60   0.0  116.5   1.9e-24 !   -
ASLM20b_GM71RDO02J4F68/319-200             -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.57   0.0  116.5   1.9e-24 !   -
NC_016888.1/64781-64898                    -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.64   0.0  116.5   1.9e-24 !   -
2036053696/352-237                         -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.51   0.0  116.4   1.9e-24 !   -
orpgwFw301_FCAY77154_g1/437-321            -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.65   0.0  116.4   1.9e-24 !   -
AglaG_contig05267/1173-1056                -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.62   0.0  116.4     2e-24 !   -
LWFCAnN_GO09JKT01CKN12/334-219             -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.54   0.0  116.4     2e-24 !   -
ASLM20b_GM71RDO02H60J7/160-43              -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.61   0.0  116.4     2e-24 !   -
lwComb_lwCombC13859/401-521                -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.57   0.0  116.3   2.1e-24 !   -
ASLM20b_GJMWM0N02GSGDX/197-77              -         group-II-D1D4-2      RF01999    cm        1      118        1      121      +    no    1 0.55   0.0  116.2   2.1e-24 !   -
NZ_AEDC01000011.1/27545-27664              -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.58   0.0  116.2   2.2e-24 !   -
NC_012108.1/3005378-3005495                -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.59   0.0  116.2   2.2e-24 !   -
ASHM485B_GOZG4CW03F7S9Q/408-291            -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.58   0.0  116.2   2.2e-24 !   -
DLF012_scaffold19172_2/5602-5717           -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.51   0.0  116.2   2.2e-24 !   -
NC_017934.1/2773876-2773757                -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.60   0.0  116.2   2.2e-24 !   -
NC_016833.1/128285-128166                  -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.61   0.0  116.1   2.3e-24 !   -
ASLM90b_GN81PCX02GGRNK/172-289             -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.58   0.0  116.1   2.3e-24 !   -
NZ_CAFB01000075.1/464-580                  -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.55   0.0  116.1   2.3e-24 !   -
FWIREl_GJ4R3DH01DDJKM/34-152               -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.62   0.0  116.0   2.5e-24 !   -
PBDCA2_GBB5CE401E3NQP/152-269              -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.53   0.0  115.8   2.7e-24 !   -
LWFCAnN_GO09JKT01BEC6G/237-356             -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.53   0.0  115.8   2.7e-24 !   -
LWAnNN_GHFF8UE02FM9RN/280-163              -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.53   0.0  115.7   2.8e-24 !   -
ASMM170b_GM97KZC01D8BET/286-167            -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.57   0.0  115.7   2.8e-24 !   -
orpgwFw301_FCAY606_x2/400-516              -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.62   0.0  115.7   2.9e-24 !   -
TB_AS07_7DRAFT_10082522/520-405            -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.54   0.0  115.7   2.9e-24 !   -
SakLake120mDRAFT_c0118688/55-172           -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.55   0.0  115.7   2.9e-24 !   -
LWSO2_GGWJX9X01A1N2Y/211-328               -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.59   0.0  115.6     3e-24 !   -
NC_004463.1/2212617-2212736                -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.61   0.0  115.6     3e-24 !   -
ASA129_GJG7ZZE02ID14E/79-195               -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.46   0.0  115.5   3.3e-24 !   -
SakLake120mDRAFT_c0204834/19-136           -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.58   0.0  115.3   3.6e-24 !   -
FNTS_GKKEVUV01ENHTF/108-225                -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.68   0.5  115.3   3.6e-24 !   -
FNTS067_GJ87FRN01BYK47/12-129              -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.66   0.0  115.3   3.6e-24 !   -
NC_017986.1/339082-338964                  -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.58   0.0  115.3   3.6e-24 !   -
ASMM170b_GM97KZC01AZDF8/260-144            -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.56   0.0  115.2   3.9e-24 !   -
ASA129_GJG7ZZE02G91BP/197-81               -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.56   0.0  115.2   3.9e-24 !   -
2033418331/128-247                         -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.57   0.0  115.1     4e-24 !   -
4463936.3.234462/53-168                    -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.43   0.0  115.1   4.1e-24 !   -
Cons81622/86-201                           -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.69   0.8  115.1   4.1e-24 !   -
ASLM20b_contig00325/76-193                 -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.59   0.0  115.1   4.1e-24 !   -
NZ_AGRX01000045.1/209-93                   -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.58   0.0  115.0   4.2e-24 !   -
F3OLC3J02JHCRN/9-124                       -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.59   0.0  115.0   4.3e-24 !   -
ASLM90b_GN81PCX02HRN8F/223-107             -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.56   0.0  114.9   4.4e-24 !   -
LWFCAn_GLO1YSU01D30X4/244-129              -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.54   0.0  114.9   4.4e-24 !   -
ASLM20b_contig01145/517-400                -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.58   0.0  114.9   4.6e-24 !   -
ASLM20b_contig00722/149-268                -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.59   0.0  114.9   4.6e-24 !   -
NC_009620.1/1414553-1414435                -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.61   0.0  114.8   4.9e-24 !   -
LWFCA_GLZZ6Z001BFM0L/41-159                -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.56   0.0  114.7     5e-24 !   -
NC_008639.1/2568639-2568522                -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.60   0.0  114.7     5e-24 !   -
SRS017227_Baylor_scaffold_12904/4165-4047  -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.67   0.3  114.7   5.1e-24 !   -
ASLM20b_GM71RDO02JFNGA/187-71              -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.56   0.0  114.6   5.3e-24 !   -
NC_007607.1/90894-90776                    -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.61   0.0  114.6   5.4e-24 !   -
A2_c1_Cons24528/611-492                    -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.62   0.0  114.5   5.5e-24 !   -
NC_009434.1/1829785-1829902                -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.63   0.0  114.5   5.5e-24 !   -
ASLM20b_GM71RDO02JRW51/224-105             -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.58   0.0  114.5   5.7e-24 !   -
LWFCAnN_GO09JKT02G1BJA/268-152             -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.50   0.0  114.4   5.8e-24 !   -
NZ_CANI01000054.1/17773-17891              -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.63   0.0  114.4   5.8e-24 !   -
LWFCA_GLZZ6Z001DOYNN/224-109               -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.44   0.0  114.4     6e-24 !   -
ARWTCa_c234638/76-195                      -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.62   0.0  114.4   6.1e-24 !   -
NC_010627.1/380685-380803                  -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.64   0.0  114.3   6.2e-24 !   -
NC_008639.1/1680366-1680251                -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.62   0.0  114.3   6.2e-24 !   -
F3OLC3J02JAYD7/186-71                      -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.59   0.0  114.3   6.4e-24 !   -
GXP7IEG01BKMED/103-222                     -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.57   0.0  114.3   6.5e-24 !   -
ASLM90b_GJFDWOI02GJ9QD/79-196              -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.57   0.0  114.2   6.6e-24 !   -
B3_all_c_Cons89221/1831-1713               -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.59   0.0  114.2   6.6e-24 !   -
ASLM20b_contig01024/553-436                -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.58   0.0  114.2   6.8e-24 !   -
hsmat01_BHWG2156_y1/335-217                -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.65   0.0  114.2   6.8e-24 !   -
LWAeNNiSIP_GDP3C2T02HD7UU/223-341          -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.55   0.0  114.1   6.9e-24 !   -
NC_014228.1/263050-263168                  -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.62   0.0  114.0   7.4e-24 !   -
NC_005126.1/1274403-1274521                -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.57   0.0  114.0   7.5e-24 !   -
ASMM170b_GM97KZC01D9WO7/214-96             -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.57   0.0  113.9   7.8e-24 !   -
SRS024435_C3215550/157-273                 -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.43   0.0  113.9   7.9e-24 !   -
2033801776/156-274                         -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.60   0.0  113.9   7.9e-24 !   -
2033251197/180-66                          -         group-II-D1D4-2      RF01999    cm        1      118        1      115      +    no    1 0.63   0.0  113.9   7.9e-24 !   -
Stokke_2012_contig13200/47-164             -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.56   0.0  113.9   7.9e-24 !   -
NC_007762.1/63278-63160                    -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.62   0.0  113.8   8.2e-24 !   -
LWFCAn_GLO1YSU01D5QSL/199-313              -         group-II-D1D4-2      RF01999    cm        1      118        1      115      +    no    1 0.48   0.0  113.8   8.4e-24 !   -
NZ_GL636365.1/297-413                      -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.62   0.0  113.8   8.5e-24 !   -
M590M1_1005190/56-172                      -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.47   0.0  113.7   8.9e-24 !   -
PBDCA2_contig17532/537-653                 -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.59   0.0  113.7   8.9e-24 !   -
FIHLEPW02Q08AK/305-187                     -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.59   0.0  113.6   9.2e-24 !   -
LWSO_contig05877/61-179                    -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.58   0.0  113.6   9.3e-24 !   -
topACOD_F95O9CU01C69AJ/321-203             -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.65   0.0  113.6   9.4e-24 !   -
PBDCA2_FISUTAU01DJ55F/172-290              -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.57   0.0  113.5   9.7e-24 !   -
84701183/389-270                           -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.57   0.0  113.5   9.8e-24 !   -
NC_003037.1/1024376-1024258                -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.64   0.0  113.4     1e-23 !   -
TB_AS07_7DRAFT_10026021/622-507            -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.54   0.0  113.4     1e-23 !   -
F10SI03200a_Sequence0000029584/611-727     -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.43   0.0  113.4     1e-23 !   -
LWFCAnN_GO09JKT02GWZ4S/163-45              -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.55   0.0  113.3   1.1e-23 !   -
LWFCA_GLRXTHP02I2AVF/132-255               -         group-II-D1D4-2      RF01999    cm        1      118        1      124      +    no    1 0.60   0.0  113.1   1.2e-23 !   -
TB_FS08_3DRAFT_1006593/616-499             -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.59   0.0  113.1   1.2e-23 !   -
lwComb_BCIB27203_b1/98-214                 -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.65   0.0  113.1   1.2e-23 !   -
ASMM170b_GJFD58A01CX8DU/485-369            -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.61   0.0  113.1   1.3e-23 !   -
SakLake120mDRAFT_c0172306/425-307          -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.51   0.0  113.0   1.3e-23 !   -
ASMM170b_GM97KZC01AFZWP/353-470            -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.60   0.0  113.0   1.3e-23 !   -
LWFCA_GLRXTHP02HJGAU/31-149                -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.55   0.0  112.9   1.4e-23 !   -
TB_FS06_10DRAFT_1022048/114-229            -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.42   0.0  112.9   1.4e-23 !   -
ASLM90b_GN81PCX02G2R2U/447-330             -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.57   0.0  112.9   1.4e-23 !   -
LWFCAnN_GO09JKT02HC296/436-322             -         group-II-D1D4-2      RF01999    cm        1      118        1      115      +    no    1 0.48   0.0  112.7   1.5e-23 !   -
F3OLC3J02JDOA9/14-129                      -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.59   0.0  112.7   1.5e-23 !   -
LWAnNN_GHFF8UE02HA22R/150-32               -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.55   0.0  112.7   1.5e-23 !   -
NZ_AAJM01000003.1/52691-52576              -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.47   0.0  112.7   1.6e-23 !   -
NC_004851.1/146214-146095                  -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.60   0.0  112.7   1.6e-23 !   -
BAAZ01023689.1/241-126                     -         group-II-D1D4-2      RF01999    cm        1      118        1      115      +    no    1 0.53   0.0  112.6   1.6e-23 !   -
DLM012_scaffold8400_4/1247-1362            -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.49   0.0  112.6   1.6e-23 !   -
ASA123_GJOTILH01CA8XX/103-222              -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.57   0.0  112.6   1.6e-23 !   -
FIHLEPW02RM3SP/291-174                     -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.64   0.0  112.6   1.6e-23 !   -
LWFCA_GLZZ6Z001EGV80/356-238               -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.52   0.0  112.6   1.6e-23 !   -
NC_014228.1/2271396-2271512                -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.62   0.0  112.6   1.6e-23 !   -
ASA120_GJFD58A02GRDMA/148-265              -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.66   0.1  112.6   1.6e-23 !   -
NC_010660.1/142488-142369                  -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.60   0.0  112.5   1.7e-23 !   -
LWFCA_GLRXTHP02GFYCP/486-369               -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.58   0.0  112.5   1.7e-23 !   -
topACOD_FV90NF401C6DDC/277-395             -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.61   0.0  112.5   1.8e-23 !   -
ASLM20b_GM71RDO02IU2ZG/159-42              -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.57   0.0  112.4   1.8e-23 !   -
F3OLC3J02HK1LM/200-315                     -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.59   0.0  112.4   1.8e-23 !   -
LWFCAn_GLQU6AQ01DBFJ9/382-264              -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.53   0.0  112.3   1.9e-23 !   -
B3_all_c_Cons79607/370-489                 -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.58   0.0  112.3   1.9e-23 !   -
SRS022149_C2839510/62-180                  -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.66   0.1  112.3     2e-23 !   -
ASHM485B_GQ8TDHF02J4H62/324-207            -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.58   0.0  112.3     2e-23 !   -
GYO3UBL02GPH5R/155-270                     -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.52   0.0  112.2     2e-23 !   -
F3OLC3J01EUEJC/164-280                     -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.59   0.0  112.2     2e-23 !   -
FWIROz_GKA24FP02H5S7U/270-152              -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.65   0.0  112.1   2.1e-23 !   -
B3_all_c_Cons177786/554-436                -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.52   0.0  112.1   2.1e-23 !   -
LWFCAn_GLQU6AQ01C2FJP/503-389              -         group-II-D1D4-2      RF01999    cm        1      118        1      115      +    no    1 0.55   0.0  112.1   2.2e-23 !   -
NC_011059.1/2287479-2287365                -         group-II-D1D4-2      RF01999    cm        1      118        1      115      +    no    1 0.56   0.0  112.0   2.2e-23 !   -
MA40A_F51MHD002IZF38/296-410               -         group-II-D1D4-2      RF01999    cm        1      118        1      115      +    no    1 0.49   0.0  112.0   2.3e-23 !   -
LWFCAnN_GO09JKT01A3M0Z/365-249             -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.54   0.0  112.0   2.3e-23 !   -
A5_c1_Cons16868/99-219                     -         group-II-D1D4-2      RF01999    cm        1      118        1      121      +    no    1 0.64   0.0  112.0   2.3e-23 !   -
F3OLC3J02FUFCQ/457-341                     -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.60   0.0  112.0   2.3e-23 !   -
GSLSAS_GBFV41Z02IMOHB/71-189               -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.66   0.0  111.8   2.5e-23 !   -
ASHM485B_GOZG4CW03GKECK/185-70             -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.56   0.0  111.8   2.5e-23 !   -
SakLake120mDRAFT_c0015905/1419-1538        -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.57   0.0  111.8   2.6e-23 !   -
B3_all_c_Cons136513/896-776                -         group-II-D1D4-2      RF01999    cm        1      118        1      121      +    no    1 0.62   0.0  111.8   2.6e-23 !   -
LWFCA_GLRXTHP02JPW3B/58-175                -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.58   0.0  111.7   2.6e-23 !   -
2034199251/139-25                          -         group-II-D1D4-2      RF01999    cm        1      118        1      115      +    no    1 0.61   0.0  111.7   2.7e-23 !   -
NZ_AGAF01000236.1/9013-8898                -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.58   0.0  111.6   2.8e-23 !   -
lwComb_lwCombC10154/1062-943               -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.62   0.0  111.6   2.9e-23 !   -
Cons9510/72-192                            -         group-II-D1D4-2      RF01999    cm        1      118        1      121      +    no    1 0.61   0.0  111.6   2.9e-23 !   -
F10SI03200a_Sequence0000040452/466-585     -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.51   0.0  111.6   2.9e-23 !   -
NZ_AEWF01000008.1/2418-2532                -         group-II-D1D4-2      RF01999    cm        1      118        1      115      +    no    1 0.50   0.0  111.6   2.9e-23 !   -
LWSO2_GGBSFTI02GK4VE/225-106               -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.61   0.0  111.5     3e-23 !   -
F3OLC3J02GLW4S/98-214                      -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.58   0.0  111.5     3e-23 !   -
FWIREl_GJ4R3DH01DFHCG/29-147               -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.60   0.0  111.4   3.1e-23 !   -
NZ_AGRX01000103.1/33584-33469              -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.59   0.0  111.4   3.2e-23 !   -
topACOD_FV90NF401DOTUE/128-247             -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.62   0.0  111.4   3.2e-23 !   -
F3OLC3J01AHQD3/269-154                     -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.59   0.0  111.4   3.2e-23 !   -
ucgw2_orm_C1055/11252-11135                -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.61   0.0  111.4   3.2e-23 !   -
SakLake120mDRAFT_c0002865/9221-9106        -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.55   0.0  111.3   3.3e-23 !   -
XAGC_GET0UTC01A4PLX/31-146                 -         group-II-D1D4-2      RF01999    cm        1      118        1      116      +    no    1 0.62   0.0  111.3   3.4e-23 !   -
ATED1026_F5B15RW01C3VIW/125-242            -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.63   0.0  111.2   3.5e-23 !   -
NC_014228.1/4373727-4373843                -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.63   0.0  111.2   3.5e-23 !   -
ASLM20b_GM71RDO02GUMEG/478-361             -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.59   0.0  111.2   3.5e-23 !   -
JCVI_READ_1106515125464/448-330            -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.61   0.0  111.2   3.6e-23 !   -
soil_XZS84262_y1/209-328                   -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.61   0.0  111.2   3.6e-23 !   -
LWAnN_GIDYKCY01ARJDJ/233-350               -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.44   0.0  111.1   3.7e-23 !   -
TB_FS08_3DRAFT_1001139/9986-10100          -         group-II-D1D4-2      RF01999    cm        1      118        1      115      +    no    1 0.58   0.0  111.1   3.7e-23 !   -
hsmat06_BHWP6048_y1/543-425                -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.61   0.0  111.1   3.7e-23 !   -
2033445231/191-309                         -         group-II-D1D4-2      RF01999    cm        1      118        1      119      +    no    1 0.61   0.0  111.1   3.7e-23 !   -
NC_017934.1/2162342-2162461                -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.60   0.0  111.1   3.7e-23 !   -
DLF005_scaffold56680_1/2892-2776           -         group-II-D1D4-2      RF01999    cm        1      118        1      117      +    no    1 0.42   0.0  111.1   3.8e-23 !   -
botACOD_GAKN62C01CZPX7/452-335             -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.60   0.0  111.1   3.8e-23 !   -
FIHLEPW02PMODC/4-121                       -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.63   0.0  111.1   3.8e-23 !   -
A5_c1_Cons17386/861-742                    -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.57   0.0  111.0   3.9e-23 !   -
NC_018140.1/230655-230769                  -         group-II-D1D4-2      RF01999    cm        1      118        1      115      +    no    1 0.48   0.0  111.0   3.9e-23 !   -
LWAeNiSIP_F6BA1ZZ02FKS2V/75-194            -         group-II-D1D4-2      RF01999    cm        1      118        1      120      +    no    1 0.57   0.0  111.0     4e-23 !   -
lwComb_BHFI11324_b1/350-468                -         group-II-D1D4-2      RF01999    cm        1      118        1      118      +    no    1 0.59   0.0  111.0   4.1e-23 !   -
